"""Valid taxon",NA,NA,"""""absolute fecundity (no. oocytes)""""",NA,NA,acid_tol,"""""body length (cm)""""",NA,NA,"""""climate change affected species according to <a href=""""""""http://www.climate-and-freshwater.info"""""""" target=""""""""_blank"""""""">www.climate-and-freshwater.info</a> (caf)""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""""egg diameter (mm)""""",NA,NA,"""""feeding diet (adult)""""","""""feeding habitat""""","""""female maturity (years)""""",NA,NA,NA,NA,habitat,NA,NA,"""""habitat (fiBS)""""",NA,NA,"""""habitat degradation tolerance""""","""""HD threat""""","""""incubation period (days)""""",NA,NA,"""""larval length (cm)""""",NA,NA,"""""larval stage duration (days)""""",NA,NA,"""""length weight regression""""","""""life span (years)""""",NA,NA,migration,"""""migration (fiBS)""""",NA,NA,NA,"""""oxygen tolerance""""","""""parental care""""","""""relative fecundity (no. oocytes/g)""""",NA,NA,"""""reproduction (fiBS)""""",NA,NA,NA,NA,NA,NA,NA,NA,"""""reproduction habitat""""","""""reproductive behaviour""""","""""rheophily (habitat)""""",salinity,NA,NA,NA,NA,"""""shape factor""""",NA,NA,NA,"""""spawning habitat""""","""""spawning time""""",NA,"""""swimming factor""""",NA,NA,"""""temperature tolerance""""","""""toxicity tolerance""""","""""trophy (fiBS)""""",NA,NA,NA,NA,NA,NA,"""""water quality tolerance – general""""","""""Imported file""""",""",,"
Gasterosteus,aculeatus,245,1,0,0,im,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,omni,wc,1,0,0,0,0,0,1,0,1,0,0,tol,NA,1,0,0,1,0,0,NA,NA,NA,"0,000002*(x^3,332)",1,0,0,pot,0,1,0,ana,im,prot,0,0,1,0,0,0,1,0,0,0,0,0,phy,pro,limno,0,0,0,1,0,0,0,1,0,limno,0,1,1,0,0,eury,im,0,0,0,0,1,0,0,tol,Gasterosteus,aculeatus
Gasterosteus,gymnurus,875,NA,NA,NA,im,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,omni,wc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,im,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,im,prot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fra,eury,NA,NA,NA,NA,NA,NA,NA,NA,NA,eury,NA,NA,NA,NA,NA,eury,tol,NA,NA,NA,NA,NA,NA,NA,tol,Gasterosteus,"gymnurus,,"
Pungitius,laevis,966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pungitius,"laevis,,"
Pungitius,platygaster,405,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ben,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limno,0,0,0,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pungitius,"platygaster,,"
Pungitius,pungitius,279,1,0,0,tol,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,omni,wc,1,0,0,0,0,0,1,0,1,0,0,im,NA,0,0,1,1,0,0,NA,NA,NA,NA,1,0,0,nom,1,0,0,NA,im,prot,NA,NA,NA,0,0,0,1,0,0,0,0,0,phy,fra,eury,0,0,0,1,0,0,0,1,0,limno,1,0,1,0,0,eury,im,0,0,0,0,1,0,0,tol,Pungitius,"pungitius,,"
Osmerus,eperlanus,268,0,1,0,im,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,plankt,wc,1,0,0,0,0,1,0,0,0,1,0,im,NA,0,0,1,0,1,0,NA,NA,NA,NA,1,0,0,dia,0,1,0,ana,im,no,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,sin,eury,0,0,0,1,0,0,0,0,1,eury,1,0,1,0,0,steno,im,0,0,0,0,0,0,1,im,Osmerus,"eperlanus,,"
Salaria,fluviatilis,282,1,0,0,im,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,invert,ben,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,im,NA,0,1,0,1,0,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,im,prot,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fra,limno,1,0,0,0,0,0,1,0,0,eury,0,1,0,0,1,eury,im,NA,NA,NA,NA,NA,NA,NA,im,Salaria,"fluviatilis,,"
Lepomis,gibbosus,254,0,1,0,im,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,omni,wc,0,0,0,1,0,0,1,0,1,0,0,tol,NA,1,0,0,1,0,0,0,1,0,NA,0,1,0,pot,1,0,0,NA,tol,prot,NA,NA,NA,0,0,0,0,1,0,0,0,0,phylith,fra,limno,1,0,0,0,0,1,0,0,0,limno,0,1,0,0,1,eury,im,0,0,0,1,0,0,0,tol,Lepomis,"gibbosus,,"
Micropterus,salmoides,263,0,1,0,im,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,pisci,wc,0,1,0,0,0,0,1,0,NA,NA,NA,tol,NA,1,0,0,1,0,0,1,0,0,NA,0,1,0,nom,NA,NA,NA,NA,im,prot,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,phy,fra,eury,1,0,0,0,0,1,0,0,0,limno,1,0,0,0,1,eury,im,NA,NA,NA,NA,NA,NA,NA,tol,Micropterus,"salmoides,,"
Oreochromis,niloticus,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pro,limno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oreochromis,"niloticus,,"
Benthophiloides,brauneri,379,NA,NA,NA,intol,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ben,1,0,0,0,0,0,0,1,NA,NA,NA,intol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,tol,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limno,0,1,0,0,0,NA,NA,NA,NA,limno,NA,NA,NA,NA,NA,eury,NA,NA,NA,NA,NA,NA,NA,NA,tol,Benthophiloides,"brauneri,,"
Gobius,cobitis,892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gobius,"cobitis,,"
Gobius,niger,333,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,ben,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limno,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gobius,"niger,,"
Knipowitschia,caucasica,393,1,0,0,intol,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,invert,ben,1,0,0,0,0,0,0,1,NA,NA,NA,tol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,im,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fra,limno,0,0,0,1,0,NA,NA,NA,NA,limno,1,0,NA,NA,NA,eury,NA,NA,NA,NA,NA,NA,NA,NA,tol,Knipowitschia,"caucasica,,"
Knipowitschia,panizzae,335,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,invert,ben,1,0,0,0,0,0,0,1,NA,NA,NA,im,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,im,prot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sin,eury,0,1,0,0,0,NA,NA,NA,NA,limno,1,0,NA,NA,NA,eury,intol,NA,NA,NA,NA,NA,NA,NA,im,Knipowitschia,"panizzae,,"
Knipowitschia,punctatissima,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,invert,ben,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,intol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,im,prot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sin,rheo,NA,NA,NA,NA,NA,NA,NA,NA,NA,rheo,NA,NA,NA,NA,NA,steno,intol,NA,NA,NA,NA,NA,NA,NA,intol,Knipowitschia,"punctatissima,,"
Mesogobius,batrachocephalus,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mesogobius,"batrachocephalus,,"
Neogobius,fluviatilis,396,NA,NA,NA,intol,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,invert,ben,1,0,0,0,0,0,1,0,NA,NA,NA,tol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,nom,NA,NA,NA,NA,im,prot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spel,pro,eury,0,1,0,0,0,NA,NA,NA,NA,eury,1,0,NA,NA,NA,eury,im,NA,NA,NA,NA,NA,NA,NA,tol,Neogobius,"fluviatilis,,"
Neogobius,melanostomus,398,1,0,0,intol,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,invert,ben,0,1,0,0,0,0,0,1,NA,NA,NA,tol,NA,0,0,1,NA,NA,NA,NA,NA,NA,"0,0002*(x^2,395)",1,0,0,nom,NA,NA,NA,NA,im,prot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spel,pro,eury,0,0,0,1,0,NA,NA,NA,NA,eury,0,1,NA,NA,NA,eury,tol,NA,NA,NA,NA,NA,NA,NA,tol,Neogobius,melanostomus
Padogobius,bonelli,338,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,invert,ben,1,0,0,0,0,0,0,1,NA,NA,NA,im,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,prot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fra,eury,1,0,0,0,0,NA,NA,NA,NA,eury,1,0,NA,NA,NA,eury,NA,NA,NA,NA,NA,NA,NA,NA,NA,Padogobius,"bonelli,,"
Pomatoschistus,marmoratus,340,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,ben,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limno,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pomatoschistus,"marmoratus,,"
Pomatoschistus,microps,367,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,invert,ben,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,dia,NA,NA,NA,NA,NA,prot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limno,0,0,0,1,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pomatoschistus,"microps,,"
Pomatoschistus,minutus,341,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,invert,ben,1,0,0,0,0,0,0,1,NA,NA,NA,im,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,oce,NA,NA,NA,NA,im,prot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sin,limno,0,0,1,0,0,NA,NA,NA,NA,limno,0,1,NA,NA,NA,eury,intol,NA,NA,NA,NA,NA,NA,NA,im,Pomatoschistus,"minutus,,"
Proterorhinus,marmoratus,956,NA,NA,NA,intol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,invert,ben,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,intol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,intol,prot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sin,eury,NA,NA,NA,NA,NA,NA,NA,NA,NA,eury,NA,NA,NA,NA,NA,eury,NA,NA,NA,NA,NA,NA,NA,NA,im,Proterorhinus,"marmoratus,,"
Proterorhinus,semilunaris,277,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,invert,ben,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,prot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,spel,NA,eury,0,0,0,1,0,0,0,1,0,NA,NA,NA,0,0,1,eury,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proterorhinus,"semilunaris,,"
Dicentrarchus,labrax,242,0,0,1,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,pisci,wc,0,0,1,0,0,0,0,1,NA,NA,NA,im,NA,1,0,0,1,0,0,0,0,1,NA,0,0,1,oce,NA,NA,NA,NA,im,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sin,eury,0,1,0,0,0,0,1,0,0,rheo,1,0,0,0,1,eury,intol,NA,NA,NA,NA,NA,NA,NA,im,Dicentrarchus,"labrax,,"
Perccottus,glenii,402,1,0,0,intol,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,omni,ben,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,im,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tol,prot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sin,limno,0,1,0,0,0,NA,NA,NA,NA,limno,1,0,NA,NA,NA,eury,NA,NA,NA,NA,NA,NA,NA,NA,tol,Perccottus,"glenii,,"
Gymnocephalus,baloni,389,NA,NA,NA,intol,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,omni,ben,1,0,0,0,0,0,1,0,NA,NA,NA,im,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00002*(x^2,""9151)",1,0,0,nom,NA,NA,NA,NA,im,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phylith,pro,"""""rheo B""""",1,0,0,0,0,NA,NA,NA,NA,eury,1,0,NA,NA,NA,eury,tol,NA,NA,NA,NA,NA,NA,NA,tol,Gymnocephalus,"baloni"""
Gymnocephalus,cernua,893,0,0,1,im,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,invert,ben,1,0,0,0,0,0,0,1,1,0,0,NA,NA,0,1,0,1,0,0,0,0,1,NA,0,1,0,pot,1,0,0,NA,im,no,0,0,1,0,0,0,0,1,0,0,0,0,phylith,NA,eury,0,1,0,0,0,0,1,0,0,eury,0,1,1,0,0,eury,im,0,0,0,1,0,0,0,tol,Gymnocephalus,"cernua,,"
"""Gymnocephalus",schraetser,390,NA,NA,NA,intol,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,omni,ben,0,1,0,0,0,0,0,1,0,1,0,im,"""""II V""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,nom,1,0,0,NA,im,no,NA,NA,NA,1,0,0,0,0,0,0,0,0,lith,pro,"""""rheo A""""",1,0,0,0,0,NA,NA,NA,NA,rheo,1,0,NA,NA,NA,eury,tol,0,0,0,1,0,0,0,tol,Gymnocephalus,"schraetser"",,"
Perca,fluviatilis,270,0,0,1,tol,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,pisci,wc,0,0,0,1,0,0,0,1,1,0,0,tol,NA,0,1,0,0,1,0,1,0,0,NA,0,0,1,dia,1,0,0,NA,im,no,0,1,0,0,0,0,0,1,0,0,0,0,phylith,sin,eury,0,1,0,0,0,1,0,0,0,eury,1,0,0,1,0,eury,im,0,0,1,0,0,0,0,tol,Perca,"fluviatilis,,"
Percarina,demidoffii,400,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ben,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limno,0,1,0,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Percarina,"demidoffii,,"
"""Sander",lucioperca,290,0,0,1,im,0,0,1,0,0,0,0,1,0,0,0,0,"""""increased temperature""""",winner,1,0,0,pisci,wc,0,0,0,1,0,1,0,0,1,0,0,im,NA,0,1,0,0,1,0,1,0,0,NA,0,0,1,pot,1,0,0,NA,im,prot,0,1,0,0,0,0,0,1,0,0,0,0,phylith,sin,eury,0,1,0,0,0,0,0,1,0,eury,1,0,0,1,0,eury,im,0,0,0,0,0,1,0,tol,Sander,"lucioperca"",,"
Sander,volgensis,413,NA,NA,NA,intol,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pisci,ben,0,0,1,0,0,0,0,1,NA,NA,NA,im,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,000003*(x^3,""1567)",0,1,0,nom,NA,NA,NA,NA,im,prot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,phylith,sin,"""""rheo B""""",0,1,0,0,0,NA,NA,NA,NA,eury,1,0,NA,NA,NA,eury,im,NA,NA,NA,NA,NA,NA,NA,tol,Sander,"volgensis"""
Zingel,asper,297,1,0,0,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,invert,ben,0,0,1,0,0,0,0,1,NA,NA,NA,intol,NA,0,0,1,0,0,1,0,0,1,NA,0,1,0,pot,NA,NA,NA,NA,intol,prot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sin,rheo,1,0,0,0,0,0,0,0,1,rheo,1,0,0,0,1,eury,intol,NA,NA,NA,NA,NA,NA,NA,intol,Zingel,"asper,,"
"""Zingel",streber,416,NA,NA,NA,intol,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,omni,ben,1,0,0,0,0,0,0,1,0,1,0,intol,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,pot,1,0,0,NA,intol,no,NA,NA,NA,1,0,0,0,0,0,0,0,0,lith,sin,"""""rheo A""""",1,0,0,0,0,NA,NA,NA,NA,rheo,1,0,NA,NA,NA,eury,intol,0,0,0,1,0,0,0,im,Zingel,"streber"",,"
"""Zingel",zingel,417,1,0,0,intol,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,omni,ben,NA,NA,NA,NA,NA,0,0,1,0,1,0,intol,"""""II V""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nom,1,0,0,NA,intol,no,NA,NA,NA,1,0,0,0,0,0,0,0,0,lith,sin,"""""rheo A""""",1,0,0,0,0,NA,NA,NA,NA,rheo,1,0,NA,NA,NA,eury,intol,0,0,0,1,0,0,0,im,Zingel,"zingel"",,"
Platichthys,flesus,274,0,0,1,im,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,invert,ben,0,1,0,0,0,0,0,1,0,1,0,im,NA,1,0,0,1,0,0,NA,NA,NA,NA,0,1,0,dia,0,1,1,cata,im,no,NA,NA,NA,0,0,0,0,0,0,0,0,1,NA,sin,eury,0,0,0,1,0,1,0,0,0,eury,1,0,0,0,1,steno,intol,0,0,0,1,0,0,0,im,Platichthys,"flesus,,"
Pleuronectes,platessa,275,0,1,0,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,ben,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,1,NA,0,1,0,oce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limno,0,0,1,0,0,1,0,0,0,NA,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pleuronectes,"platessa,,"
"""Coregonus",albula,349,1,0,0,im,1,0,0,0,0,0,0,1,0,0,0,0,"""""increased temperature""""",loser,NA,NA,NA,plankt,wc,1,0,0,0,0,1,0,0,NA,NA,NA,intol,NA,0,0,1,NA,NA,NA,0,0,1,NA,0,1,0,dia,NA,NA,NA,NA,intol,no,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sin,limno,0,0,0,1,0,NA,NA,NA,NA,limno,1,0,NA,NA,NA,steno,im,NA,NA,NA,NA,NA,NA,NA,intol,Coregonus,"albula"",,"
Coregonus,arenicolus,355,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limno,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus,"arenicolus,,"
Coregonus,lavaretus,237,0,1,0,im,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,planct,wc,0,0,1,0,0,0,0,1,NA,NA,NA,intol,V,NA,NA,NA,0,0,1,0,1,0,NA,NA,NA,NA,dia,NA,NA,NA,NA,intol,no,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,pel,sin,eury,0,0,0,1,0,0,1,0,0,limno,1,0,0,1,0,steno,im,NA,NA,NA,NA,NA,NA,NA,intol,Coregonus,"lavaretus,,"
Coregonus,macrophthalmus,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limno,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus,"macrophthalmus,,"
Coregonus,maraena,360,1,0,0,intol,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,planct,ben,0,0,1,0,0,0,0,1,0,1,0,tol,V,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,1,0,dia,0,0,1,ana,intol,no,NA,NA,NA,1,0,0,0,0,0,0,0,0,pel,sin,eury,1,0,0,0,0,NA,NA,NA,NA,rheo,1,0,NA,NA,NA,steno,NA,0,0,0,0,0,0,1,im,Coregonus,"maraena,,"
Coregonus,oxyrinchus,238,0,1,0,intol,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,invert,ben,0,0,1,0,0,0,0,1,0,1,0,tol,NA,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,dia,0,0,1,ana,intol,no,1,0,0,1,0,0,0,0,0,0,0,0,NA,sin,rheo,0,0,0,1,0,0,1,0,0,rheo,1,0,1,0,0,steno,NA,0,0,0,0,0,0,1,im,Coregonus,"oxyrinchus,,"
Coregonus,wartmanni,362,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wc,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,1,nom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,limno,1,0,0,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coregonus,"wartmanni,,"
